식품명,식품군명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎)
케토치 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,39.6,0.77,1.26,6.3,3.24,26.1,0
케틀 씨 솔트,"과자류, 빵류 또는 떡류",30,g,-,-,48.21,0,2.89,5.14,0,36.96,0
케틀 쿡 포테이토 칩,"과자류, 빵류 또는 떡류",30,g,-,-,46.29,0.64,2.57,5.14,0,57.86,0
케틀 쿡 포테이토 칩 리듀스드 팻,"과자류, 빵류 또는 떡류",30,g,-,-,43.07,0.64,1.93,5.79,0,57.86,0
케틀 쿡 포테이토 칩 솔트 앤 비니거 플래버,"과자류, 빵류 또는 떡류",30,g,-,-,46.29,0.64,2.57,5.14,0.9,96.43,0
케틀 쿡 포테이토 칩 씨솔트,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.67,2.5,5,0,55,0
케틀 쿡 포테이토 칩 할라피뇨,"과자류, 빵류 또는 떡류",30,g,-,-,46.29,0.64,2.57,5.14,0.96,96.43,0
케틀 크링클 컷 칩스,"과자류, 빵류 또는 떡류",30,g,-,-,49.82,0.64,2.89,5.14,0,36.96,0
케틀 허니 디종,"과자류, 빵류 또는 떡류",30,g,-,-,48.21,0.64,2.89,5.14,0.32,45,0
켄돈 2컬러(블렉/화이트) 스트라이프,"과자류, 빵류 또는 떡류",10,g,-,-,4.55,0,0,1.09,0.75,0.91,0
"켄돈 2컬러(오렌지,블랙) 스트라이프","과자류, 빵류 또는 떡류",10,g,-,-,4.55,0,0,1.09,0.75,0.91,0
"켄돈 3컬러(레드,화이트,그린) 스트라이프","과자류, 빵류 또는 떡류",10,g,-,-,3.57,0,0,0.86,0.75,0.71,0
"켄돈 3컬러(레드,화이트,블루) 스트라이프","과자류, 빵류 또는 떡류",10,g,-,-,4.55,0,0,1.09,0.75,0.91,0
켄돈 3컬러(레드/핑크/화이트) 스트라이프,"과자류, 빵류 또는 떡류",10,g,-,-,4.55,0,0,1.09,0.75,0.91,0
켄돈 6컬러 스트라이프 롤리팝,"과자류, 빵류 또는 떡류",10,g,-,-,4.55,0,0,1.09,0.75,0.91,0
켄돈 6컬러 파스텔 롤리팝,"과자류, 빵류 또는 떡류",10,g,-,-,4.55,0,0,1.09,0.75,0.91,0
켈드즌 버터 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,47,0.4,2.4,6,2.4,16,6
코나커피,음료류,30,g,-,-,40.18,0.32,2.25,4.5,1.93,22.5,6.43
코나커피 1차포장,음료류,30,g,-,-,41.79,0.64,2.25,4.5,1.93,22.5,6.43
코니 바치오 코코,"과자류, 빵류 또는 떡류",30,g,-,-,39.78,0.49,1.22,6.57,0.58,15.3,0
코니 바치오 판타지아,"과자류, 빵류 또는 떡류",30,g,-,-,39.78,0.49,1.22,6.57,0.58,15.3,0
코니 지간떼,"과자류, 빵류 또는 떡류",30,g,-,-,34.47,0.76,0.23,7.33,0.64,0.23,0
코도부키 난킨 피넛츠,"과자류, 빵류 또는 떡류",30,g,-,-,40.5,0.6,1.2,6.9,5.4,6,0
코즈모시오크 밀크크림,"과자류, 빵류 또는 떡류",30,g,-,-,36,0.45,0.9,6.75,3.15,36,0
코츠부코,"과자류, 빵류 또는 떡류",30,g,-,-,48.48,0.44,2.73,5.52,1.68,63.58,0
코코 크리스피 그린티,"과자류, 빵류 또는 떡류",30,g,-,-,45,1.26,1.8,5.94,1.26,12.6,1.8
코코 크리스피 에스프레소,"과자류, 빵류 또는 떡류",30,g,-,-,45,1.26,1.8,5.94,1.26,12.6,1.8
코코 크리스피 코코넛,"과자류, 빵류 또는 떡류",30,g,-,-,45,1.26,1.8,5.94,1.26,12.6,1.8
코코넛,"과자류, 빵류 또는 떡류",30,g,-,-,41.79,0.32,2.25,5.14,1.93,25.71,6.43
코코넛 땅콩,"과자류, 빵류 또는 떡류",30,g,-,-,46.29,1.61,2.57,4.18,0.9,25.07,0
코코넛 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,49.09,0.55,3,4.91,2.69,8.18,1.64
코코넛 칩,"과자류, 빵류 또는 떡류",30,g,-,-,42.75,0.22,2.92,4.28,1.58,13.5,0
코코넛 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.35,2.5,5,2.5,12.5,0
코코넛 크리스피롤 멀베리 리프 티,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.43,2.25,5.62,2.25,38.25,1.19
코코넛 크리스피롤 오렌지,"과자류, 빵류 또는 떡류",30,g,-,-,43.88,0.34,2.09,6.07,2.47,36,1.12
코코넛 크리스피롤 오리지날,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.31,2.16,6.3,2.18,45,1.12
코코넛 크리스피롤 커피,"과자류, 빵류 또는 떡류",30,g,-,-,46.12,0.43,2.25,6.07,2.47,30.38,1.12
코코넛 1차포장,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.64,2.25,5.14,0.23,25.71,6.43
코코넛땅콩,"과자류, 빵류 또는 떡류",30,g,-,-,51,1.8,3,4.2,0.9,22.5,0
코코넛밀크 모카아몬드퍼지,빙과류,100,g,-,-,150,2,8,18,12,25,0
코코넛밀크 쿠키도우,"과자류, 빵류 또는 떡류",30,g,-,-,14.4,0.09,0.72,1.8,1.17,2.25,0
코코넛밀크 패셔닛망고,빙과류,100,g,-,-,125,1,6,16,18.16,10,0
코코넛 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,41.7,0.9,1.5,6,2.69,30.6,0
코코넛크림 땅콩과자,"과자류, 빵류 또는 떡류",30,g,-,-,49.5,1.8,3,3.9,0.9,34.5,0
코코넛향 태피,"과자류, 빵류 또는 떡류",30,g,-,-,35.36,0,0.64,7.07,4.5,54.64,0
코코스 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,0.6,1.8,6.6,3.6,30.9,0
코코아 스퀘어 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,47.4,0.51,2.52,5.85,3.12,6.9,0.39
코코아 아몬드 크로칸트 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,45.51,0.69,2.19,5.61,5.09,2.88,0.09
코코아 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,50.4,0.72,2.88,5.4,3.24,7.2,1.8
코코아맛 크림비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,42,0.3,1.8,6,2.4,9,0
코코호도,"과자류, 빵류 또는 떡류",30,g,-,-,27.31,0.53,0.71,4.71,2.1,9.41,0
코콘푸딩,"과자류, 빵류 또는 떡류",100,g,-,-,83.33,0.83,0,19.17,17.78,25,0
코튼캔디향 타피,"과자류, 빵류 또는 떡류",100,g,-,-,404.76,0,0,90.48,52.38,0,0
콘 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,45.69,0.6,2.19,5.91,1.98,36,0
콘비츠 믹스,"과자류, 빵류 또는 떡류",30,g,-,-,41.14,1.41,1.67,5.53,0.64,51.43,0
콘빠,"과자류, 빵류 또는 떡류",30,g,-,-,45.69,0.63,2.12,6.04,2.4,6.81,0.37
콘샐러드,농산가공식품류,100,g,-,-,86,2.3,1,17.7,0,244,0
콘스낵 옥수수맛,"과자류, 빵류 또는 떡류",30,g,-,-,60,0.34,4.71,3.86,1.46,23.57,0
콘스낵 파래맛,"과자류, 빵류 또는 떡류",30,g,-,-,57.12,0.35,4.5,3.81,1.38,24.23,0
콘스틱,"과자류, 빵류 또는 떡류",30,g,-,-,48,0.6,2.7,5.4,0.9,34.5,0
콘초,"과자류, 빵류 또는 떡류",30,g,-,-,47.47,0.6,2.45,5.75,3,5.94,0.15
콘치,"과자류, 빵류 또는 떡류",30,g,-,-,48.58,0.62,2.68,5.51,2.4,13.79,0.2
콘코드 본즈 캔디,"과자류, 빵류 또는 떡류",10,g,-,-,3.57,0,0,0.93,0.75,0,0
콘페이토 별사탕,"과자류, 빵류 또는 떡류",10,g,-,-,4,0,0,1,0.75,0,0
콘프레이크 믹스,"과자류, 빵류 또는 떡류",30,g,-,-,49.8,1.2,3.3,2.7,0.9,62.1,0
콘프레이크 믹스처,"과자류, 빵류 또는 떡류",30,g,-,-,49.8,1.2,3.3,2.7,0.9,62.1,0
콘플레이크,"과자류, 빵류 또는 떡류",30,g,-,-,32.4,0.6,0,7.5,0.9,78.3,0
콘피지온5,"과자류, 빵류 또는 떡류",30,g,-,-,46.8,0.72,2.61,5.4,4.88,0,0
콜라쿨라,"과자류, 빵류 또는 떡류",10,g,-,-,3.9,0,0,0.98,0.56,1.02,0
콤보스 체다 치즈 크래커 싱글,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.56,2.06,5.81,0.32,99.38,0
콤보스 체다 치즈 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.64,2.25,5.79,0.32,99.64,0
콩비지쿠키 플레인,"과자류, 빵류 또는 떡류",30,g,-,-,47.37,1.66,3.17,2.37,2.34,10.89,0
콰이콰이 라이스 퍼프,"과자류, 빵류 또는 떡류",30,g,-,-,55.23,0.41,3.89,4.66,1.8,20.41,4.79
쿠로고마센,"과자류, 빵류 또는 떡류",30,g,-,-,36,0.9,0.6,6.9,3.3,19.5,0
쿠로고마센베이,"과자류, 빵류 또는 떡류",30,g,-,-,31.5,0.6,0,7.2,1.2,69,1.5
쿠로보,"과자류, 빵류 또는 떡류",30,g,-,-,31.76,0.37,0.08,7.41,5.03,11.12,1.59
쿠로아메 흑사탕,"과자류, 빵류 또는 떡류",10,g,-,-,3.88,0,0,0.94,0.75,1.06,0
쿠루북 미니슈퍼,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.72,2.34,5.22,1.44,41.4,0
쿠루북 슈퍼고랭,"과자류, 빵류 또는 떡류",30,g,-,-,40.5,0.45,1.59,6.3,0.45,85.5,0
쿠루북 스틱바탕,"과자류, 빵류 또는 떡류",30,g,-,-,33.1,0.29,1.74,4.06,0,72.87,0
쿠루북 우당마스,"과자류, 빵류 또는 떡류",30,g,-,-,47.25,0.18,2.7,5.4,0.27,94.5,0
쿠루북 팔엔방바왕,"과자류, 빵류 또는 떡류",30,g,-,-,20.52,0.22,1.08,2.52,0,77.4,0
쿠리 요칸 265,"과자류, 빵류 또는 떡류",50,g,-,-,69.53,0.9,0.09,16.27,15,6.84,0
쿠리시구레,"과자류, 빵류 또는 떡류",30,g,-,-,28.5,0.3,0,6.9,2.7,1.5,0
쿠수까 크리픽 씽콩,"과자류, 빵류 또는 떡류",30,g,-,-,48.96,0,2.88,5.76,0.72,32.4,0
쿠수카 크리미 쌍콩,"과자류, 빵류 또는 떡류",30,g,-,-,48.24,0,2.88,5.76,4.88,32.4,0
쿠크다스 커피슬림,"과자류, 빵류 또는 떡류",30,g,-,-,48.78,0.51,2.75,5.5,2.81,15.97,1.31
쿠크다스 화이트,"과자류, 빵류 또는 떡류",30,g,-,-,49.05,0.49,2.8,5.47,3.09,14.95,0.38
쿠키머랭 G,"과자류, 빵류 또는 떡류",30,g,-,-,39,0.27,1.09,6.82,0.22,17.73,7.09
쿠키머랭 H,"과자류, 빵류 또는 떡류",30,g,-,-,39,0.3,1.2,6.9,0.9,17.7,7.2
쿠키머랭 J,"과자류, 빵류 또는 떡류",30,g,-,-,38.7,0.22,1.35,6.97,0.68,17.77,7.2
쿠키머랭 K,"과자류, 빵류 또는 떡류",30,g,-,-,39.06,0.18,1.08,6.84,0.9,17.64,7.2
쿠키머랭 L,"과자류, 빵류 또는 떡류",30,g,-,-,39.09,0.28,1.12,6.75,0.84,17.72,6.75
쿠키머랭 M,"과자류, 빵류 또는 떡류",30,g,-,-,53.36,0.32,1.61,10.29,0.96,24.11,9.64
쿠키머랭 O,"과자류, 빵류 또는 떡류",30,g,-,-,39,0.3,1.2,6.9,0.9,17.7,7.2
쿨리스트,"과자류, 빵류 또는 떡류",10,g,-,-,172.6,1.27,1,58.07,0,0.07,0
큐텔라,"과자류, 빵류 또는 떡류",30,g,-,-,46.2,0.3,2.1,6,0.6,48,0
크라운산도 딸기,"과자류, 빵류 또는 떡류",30,g,-,-,46.1,0.44,2.19,6.16,2.7,23.61,0.65
크라운산도 초코,"과자류, 빵류 또는 떡류",30,g,-,-,46.18,0.52,2.22,6.02,2.25,26.44,0.28
크라운산도 크림,"과자류, 빵류 또는 떡류",30,g,-,-,46.46,0.48,2.28,6.02,2.25,24.47,1.02
크라운 콘칩,"과자류, 빵류 또는 떡류",30,g,-,-,45.03,0.53,2.09,6.02,0.31,42.64,0
크라이 베이비 티어즈,"과자류, 빵류 또는 떡류",10,g,-,-,3.57,0,0,0.93,0.75,0,0
크래커 논쌀라티인수퍼피씨에,"과자류, 빵류 또는 떡류",30,g,-,-,43.2,1.08,1.26,6.48,0,46.8,0
크래커 잭 오리지널,"과자류, 빵류 또는 떡류",30,g,-,-,37.93,0.64,0.64,7.39,4.82,22.5,0
크랜베리 & 애플 프루슬리 뮤즐리 바,"과자류, 빵류 또는 떡류",30,g,-,-,34.5,0.42,0.72,6.6,2.7,0,0
크랜베리향.라즈베리향 태피,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0.07,0.79,0.5,6.07,0
크런치 땅콩 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,48.1,0.99,2.64,5.04,2.25,15.3,0
크런치 코코넛 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,46.55,2.48,1.55,5.77,2.61,37.24,0.43
크런치 크리스피 버터 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,45.96,0.64,2.12,6.11,3.86,9,8.68
크런치 크리스피 버터 비스킷 위드 레몬,"과자류, 빵류 또는 떡류",30,g,-,-,44.68,0.64,1.83,6.43,2.89,14.46,6.43
크런치 크리스피 버터 비스킷 위드 코코넛,"과자류, 빵류 또는 떡류",30,g,-,-,48.54,0.64,2.6,5.46,3.21,11.57,6.11
크런치 웨하스 메론,"과자류, 빵류 또는 떡류",30,g,-,-,50.4,0.36,2.88,5.76,1.27,13.05,0.45
크런치 웨하스 바닐라,"과자류, 빵류 또는 떡류",30,g,-,-,51.75,0.36,3.24,5.31,0.42,12.6,0.45
크런키 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.04,0.78,1.96,5.87,2.22,28.96,1.96
크레용신짱 롤 딸기향 젤리,"과자류, 빵류 또는 떡류",10,g,-,-,3.4,0.02,0,0.8,0.6,1.8,0.02
크로칸트,"과자류, 빵류 또는 떡류",30,g,-,-,42,0.3,0,10.5,2.2,0,0
고로케,"과자류, 빵류 또는 떡류",100,g,-,-,173,6.7,12.3,9,0,130,0
생야채 감자 크로켓,농산가공식품류,100,g,-,-,105,7.6,0.6,17.3,0,370,0
콘크림 크로켓,"과자류, 빵류 또는 떡류",100,g,-,-,190,5,2.4,37,0,414,0
크로코 스택 앤 프레첼,"과자류, 빵류 또는 떡류",30,g,-,-,36.68,0.9,0.83,6.41,2.2,360,0
크롤리푸드 버터크림 초콜릿 크레커,"과자류, 빵류 또는 떡류",30,g,-,-,50.4,0.36,2.88,5.4,1.8,23.4,0
크롤리푸드 버터크림 크레커 우베,"과자류, 빵류 또는 떡류",30,g,-,-,39.6,0.72,1.08,7.2,2.16,32.4,1.8
크롤리푸드 버터크림 크레커,"과자류, 빵류 또는 떡류",30,g,-,-,46.8,0.72,2.16,5.76,1.08,21.6,1.8
크루북 켐플랑고랭,"과자류, 빵류 또는 떡류",30,g,-,-,48.6,1.2,3,4.2,0,32.4,0
크루북 팔엔방바왕,"과자류, 빵류 또는 떡류",30,g,-,-,21.24,0.36,1.08,2.52,0,20.16,0
크루북 켐플랑고랭,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,0.75,2.25,5.25,0,42,0
크루푹 미니슈퍼,"과자류, 빵류 또는 떡류",30,g,-,-,39.38,0.45,1.58,5.85,0,85.5,0
크루푹 미니슈퍼,"과자류, 빵류 또는 떡류",30,g,-,-,43.2,0.29,2.34,5.22,0,45.36,0
크리스마스 웨이퍼 5입 바닐라향 크림 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,42.21,0.31,1.55,6.52,3.1,20.17,0
크리스마스 웨이퍼 5입 초코 크림 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,41.9,0.31,1.55,6.83,3.41,22.34,0
크리스피 바나나,"과자류, 빵류 또는 떡류",30,g,-,-,46.12,0.22,2.47,5.85,1.35,10.12,0
크리스피 베이컨향 칩,"과자류, 빵류 또는 떡류",30,g,-,-,42.48,0.72,1.98,5.4,0.36,108,0
크리스피 세사미 스프링클드,"과자류, 빵류 또는 떡류",30,g,-,-,38.81,0.68,1.12,4.72,2.7,42.53,0
크리스피 스윗 토스트,"과자류, 빵류 또는 떡류",30,g,-,-,38.25,1.12,1.12,6.07,1.2,0,0
크리스피 투스칸 비스킷 위드 아몬드앤헤이즐넛,"과자류, 빵류 또는 떡류",30,g,-,-,51.88,1.59,3.34,4.24,3.18,5.29,8.47
크리스피 그레인롤 15곡+2견과,"과자류, 빵류 또는 떡류",30,g,-,-,59.62,0.45,2.92,4.95,1.8,6.75,6.07
크리스피롤 17,"과자류, 빵류 또는 떡류",30,g,-,-,59.4,0.9,2.7,5.4,1.8,9,0
크리스피와퍼 초코맛,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.45,2.37,5.4,3.6,7.5,0
크리스피와퍼 헤이즐넛맛,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,0.6,1.95,6,4.2,6,0
크리스피 초코맛 와퍼롤,"과자류, 빵류 또는 떡류",30,g,-,-,42.3,0.45,1.71,6.3,4.2,7.5,0
크리스피 프라린맛 와퍼롤,"과자류, 빵류 또는 떡류",30,g,-,-,42.6,0.51,1.83,6,4.2,6,0
크리스핀 테이스티 포테이토 칩,"과자류, 빵류 또는 떡류",30,g,-,-,47.1,0.6,2.7,5.1,0,57.9,0
크리치 유기농 레몬 앤 바닐라 웨하스,"과자류, 빵류 또는 떡류",30,g,-,-,47.52,0.43,2.52,5.76,2.09,10.8,0
크리치 유기농 헤이즐넛 웨하스,"과자류, 빵류 또는 떡류",30,g,-,-,46.44,0.5,2.52,5.4,1.76,10.8,0
크리픽 템베페다스,"과자류, 빵류 또는 떡류",30,g,-,-,54,1.44,3.6,3.96,0,80.64,0
크리픽 피상케주,"과자류, 빵류 또는 떡류",30,g,-,-,43.5,0.36,1.8,6.48,0.3,8.7,0
크릭 논살라티 유기농 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,39.6,0.97,1.19,6.12,0.14,36,0
크릭 살라티 유기농 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,39.6,0.97,1.19,6.12,0.14,72,0
크릭 참깨 앤 로즈마리 유기농 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,39.24,0.97,1.19,5.94,0.07,216,0
크릭 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,43.2,1.08,1.26,6.48,0.36,82.8,0
크릭 퍼프드라이스 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,38.4,0.9,0.9,6.9,0,45,0
크림 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,39.6,1.08,1.26,6.48,0.94,75.6,0
크림~오 밀크,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.6,2.1,6,2.1,31.5,0
크림~오 바닐라향,"과자류, 빵류 또는 떡류",30,g,-,-,43.5,0.6,1.8,6.3,3.3,45,0.9
크림비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,42,0.3,1.8,6,2.1,13.5,0
크림크래커,"과자류, 빵류 또는 떡류",30,g,-,-,39.6,1.08,1.26,6.48,0.94,75.6,0
크립스 오리지날,"과자류, 빵류 또는 떡류",30,g,-,-,46.61,0.8,2.47,5.27,0.32,54.96,0
클라씩 케이크 러스크,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,0.45,2.25,5.4,3.15,22.5,9
클럽파티 크렉커,"과자류, 빵류 또는 떡류",30,g,-,-,43.5,0.72,2.1,5.7,0.9,87,0
클로버 칩스 치저,"과자류, 빵류 또는 떡류",30,g,-,-,49.69,0.38,3,5.25,0.25,73.12,0
클릭 비스켓,"과자류, 빵류 또는 떡류",30,g,-,-,42.5,0.5,2,6,2,0.14,0
키도 수퍼 쵸코향 크래커 샌드위치,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.9,2.1,5.7,1.5,45,0
키라임향 태피,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0.07,0.79,0.5,6.07,0
키블러 칩스 디럭스 오리지날,"과자류, 빵류 또는 떡류",30,g,-,-,46.8,0.6,2.4,5.7,2.7,31.5,1.5
키블러 칩스 디럭스 초콜릿 러버,"과자류, 빵류 또는 떡류",30,g,-,-,47.53,0.56,2.53,5.62,3.09,37.97,1.41
키블러 컨트리 스타일 오트밀 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,44.36,0.64,1.93,6.11,2.57,32.14,0
키블러 클럽 앤 체다 샌드 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,43.62,0.69,2.08,5.54,1.38,66.92,0
키블러 토스트 앤 피넛버터 샌드 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,43.62,0.92,2.08,5.31,1.15,69.23,0
키블러 허니 그라함 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,40.94,0.58,1.31,6.68,2.03,39.19,0
키블러 휘터블 오리지날 골든 윗,"과자류, 빵류 또는 떡류",30,g,-,-,42.6,0.6,1.8,6,1.2,63,0
키블러 휘터블 오리지날 골든 윗 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,42.6,0.6,1.8,6,1.2,63,0
키쉬 푸일,"과자류, 빵류 또는 떡류",30,g,-,-,45.36,0.81,2.34,5.26,0.21,23.4,0.45
키위아작,빙과류,100,g,-,-,125.78,0,0.78,29.69,18.75,23.44,0
킨고 푸딩 망고맛 망고퓨레,"과자류, 빵류 또는 떡류",100,g,-,-,90,0,1,20,17.78,15,0
킨고 푸딩 멜론맛 멜론 주스,"과자류, 빵류 또는 떡류",100,g,-,-,90,0,1,20,17.78,15,0
킹콩 케리피크 싱콩,"과자류, 빵류 또는 떡류",30,g,-,-,49.5,0,2.7,5.85,0.45,22.5,0
타랄리 스위트 달콤한 맛,"과자류, 빵류 또는 떡류",30,g,-,-,40.82,0.68,1.48,6.05,1.15,49.5,0
타랄리 어니언 양파맛,"과자류, 빵류 또는 떡류",30,g,-,-,42.84,0.73,1.76,5.87,0.19,56.7,0
타랄리노 스낵,"과자류, 빵류 또는 떡류",30,g,-,-,38.7,0.58,0.88,6.89,0,71.78,0
타랄리노 스낵 알 쎄서모,"과자류, 빵류 또는 떡류",30,g,-,-,38.7,0.58,0.88,6.89,0.25,71.78,0
타르테 푸윌,"과자류, 빵류 또는 떡류",30,g,-,-,45.54,0.81,2.34,5.31,0.21,23.4,0.45
타마고보로,"과자류, 빵류 또는 떡류",30,g,-,-,33,0,0,8.4,2.7,1.5,0
타마고보로,"과자류, 빵류 또는 떡류",30,g,-,-,39.81,0,0,9.69,2.88,0,0
타마리믹스 쌀과자,"과자류, 빵류 또는 떡류",30,g,-,-,32.4,0.9,0,7.2,2.22,79.5,0
타베꼬 도부츠 버터 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,50.29,0.64,3.18,4.76,4.92,34.94,0
타치토스 치즈맛 나초,"과자류, 빵류 또는 떡류",30,g,-,-,52.2,0.65,2.52,6.84,0.18,79.2,0
타치토스 토마토 앤 칠리,"과자류, 빵류 또는 떡류",30,g,-,-,41.4,0.54,2.16,5.4,0.29,50.4,0
타코쉘,"과자류, 빵류 또는 떡류",30,g,-,-,41.06,0.56,1.69,5.91,0,2.81,0
타코쉘,"과자류, 빵류 또는 떡류",30,g,-,-,42.19,0.56,1.69,5.91,0,2.81,0
타코스 리치치즈맛,"과자류, 빵류 또는 떡류",30,g,-,-,45.9,0.45,2.25,5.94,0.72,57.6,0
타코스 쉬림프맛,"과자류, 빵류 또는 떡류",30,g,-,-,45.9,0.45,2.25,5.94,0.72,57.6,0
타타와 딸기쨈쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,33.84,0.36,0.72,6.48,3.24,34.2,1.8
타타와 초콜릿크림 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,48.6,1.08,2.52,5.4,3.6,19.8,1.8
타틀렛 라즈베리맛,"과자류, 빵류 또는 떡류",30,g,-,-,39,0.48,1.26,6.3,2.7,24,0
타틀렛 블랙베리맛,"과자류, 빵류 또는 떡류",30,g,-,-,40.5,0.48,1.38,6.6,2.1,21,0
타틀릿 슈가크러스트,"과자류, 빵류 또는 떡류",30,g,-,-,43.12,0.75,1.69,6.38,1.87,11.25,5.62
탄제린향 태피,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0.07,0.79,0.5,6.07,0
탑퍼 블루베리맛 브룸스 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,34.2,0.33,1.44,4.98,2.55,8.4,0
탑퍼 스트로베리맛 크레이즈 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,34.2,0.33,1.44,4.98,2.55,8.4,0
탕고 와퍼 렌야 수수 바닐라 171g,"과자류, 빵류 또는 떡류",30,g,-,-,42.63,0.47,1.89,6.16,2.37,35.53,0
탕고 와퍼 렌야 수수 바닐라,"과자류, 빵류 또는 떡류",30,g,-,-,43.8,0.6,2.1,5.7,1.8,18.9,0
탕고 와퍼 렌야,"과자류, 빵류 또는 떡류",30,g,-,-,42.63,0.47,1.66,6.63,2.05,21.32,0
탕고 와퍼 렌야 초콜릿,"과자류, 빵류 또는 떡류",30,g,-,-,41.1,0.6,1.8,6.3,2.05,18.9,0
터키쉬 딜라이트 피스타치오,"과자류, 빵류 또는 떡류",10,g,-,-,4.08,0.02,0.05,0.9,0.6,0,0
테라 블루 포테이토 칩,"과자류, 빵류 또는 떡류",30,g,-,-,41.79,0.32,1.93,6.11,0.96,36.96,0
테라 스위트 앤 애플,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.32,2.57,5.46,2.57,3.21,0
테라 스틱스 오리지날,"과자류, 빵류 또는 떡류",30,g,-,-,48.21,0.32,2.89,5.14,0.64,14.46,0
테라 오리지날 칩,"과자류, 빵류 또는 떡류",30,g,-,-,48.21,0.32,2.89,5.14,0.96,16.07,0
테마 레보칼리 네가지맛 누가,"과자류, 빵류 또는 떡류",10,g,-,-,4.59,0.06,0.21,0.65,0.54,0.35,0
테마 레보칼리 크럼블리 누가,"과자류, 빵류 또는 떡류",10,g,-,-,5.29,0.12,0.35,0.41,0.54,0.29,0
테스코 마쉬멜로우맛 크리스피 바,"과자류, 빵류 또는 떡류",30,g,-,-,36.96,0.42,0.51,7.75,3.57,0.32,0
테스코 마일드 칠리맛 홀그레인 라이스 크리스피,"과자류, 빵류 또는 떡류",30,g,-,-,36.93,0.65,1.3,5.9,0.37,72,0
테스코 버터리 빈스 셀렉션,"과자류, 빵류 또는 떡류",30,g,-,-,48.1,0.56,2.64,5.28,2.86,22.97,0
테스코 숏케익 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.57,2.25,5.93,1.64,20.45,0
테스코 스카티쉬 버터맛 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.5,2.25,5.45,1.32,23.5,6.5
테스코 스트로우베리 그레인바,"과자류, 빵류 또는 떡류",30,g,-,-,33.08,0.39,0.61,6.93,2.34,24.32,0
테스코 애플 그레인바,"과자류, 빵류 또는 떡류",30,g,-,-,34.05,0.36,0.56,6.98,3.6,24.32,0
테스코 오티스 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.45,0.56,1.86,5.9,2.3,29.17,0
