식품명,식품군명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎)
물냉면,면류,700,g,-,-,383,13.7,4.5,72.2,31.6,1128.25,107.45
물만두,만두류,230,g,-,-,448,18.5,25.6,35.9,4.9,763.59,27.9
미트볼 토마토 스파게티,면류,500,g,-,-,898,36.7,44.4,88.1,4.5,1089.14,62.91
바지락칼국수,면류,700,g,-,-,576,24,3.7,111.8,1.2,1901.92,2.34
볶음우동,면류,300,g,-,-,385,8.4,6,74.4,1.3,770.91,0
비빔국수,면류,500,g,-,-,512,15.1,4.8,102.4,20.5,1193.79,5.03
비빔냉면,면류,500,g,-,-,499,28.3,13.2,66.7,20.1,887.31,236.69
사골만두국,국류,700,g,-,-,606,26.2,28,62.6,0.4,2333.21,183.74
수제비,면류,650,g,-,-,378,15,3.4,72,0,925.17,83.55
우동,면류,800,g,-,-,679,14.3,25.8,97.7,0.1,1252.92,0
월남쌈,기타,250,g,-,-,293,14.9,12.4,30.6,13.7,574.48,78.96
잔치국수,면류,700,g,-,-,310,13.5,3.4,56.3,0.3,1514.59,4.22
쟁반국수,면류,450,g,-,-,535,30,20.5,57.7,36.5,2309.21,85.38
짜장면,면류,600,g,-,-,529,16.2,13.3,86.2,36.4,1843.68,12.28
짬뽕,면류,800,g,-,-,464,22.3,12.3,66.1,12.5,1446.06,84.18
쫄면,면류,550,g,-,-,706,17.7,13.8,127.9,19.3,1377.01,0
칼국수,면류,700,g,-,-,540,23.1,3.5,104.3,0,1542,120
콩국수,면류,800,g,-,-,651,31.2,26.8,71.4,1.9,532.23,0
회냉면,면류,500,g,-,-,741,29,20.1,111,14.2,495.47,44.41
검정콩밥,밥류,200,g,-,-,330,9.1,2.2,68.6,0,6.87,0
계란볶음밥,밥류,260,g,-,-,584,17.2,29.3,63,0.4,827.6,162.85
고추김밥,밥류,290,g,-,-,490,14.1,12.8,79.8,0.3,948.04,109.64
기장밥,밥류,200,g,-,-,331,6.9,1.1,73.5,0,2.79,0
김밥,밥류,230,g,-,-,322,11.1,10.5,46,0,705.16,44.4
김치김밥,밥류,270,g,-,-,351,11.6,10.9,51.8,0.8,942.82,127.93
김치볶음밥,밥류,330,g,-,-,550,17.6,30.3,51.9,45.9,1549.8,232.34
낙지덮밥,밥류,350,g,-,-,525,20.6,11.7,84.4,7.5,743.31,113.59
날치알김밥,밥류,260,g,-,-,461,15.9,11.1,74.5,3.7,777.2,143.38
닭고기덮밥,밥류,410,g,-,-,510,46.8,8.9,60.8,4.4,626.21,378.39
돈까스김밥,밥류,320,g,-,-,646,18.5,18.6,101.2,4.2,769.81,20.87
돌솥비빔밥,밥류,380,g,-,-,558,20.5,11.2,93.8,4.7,1281.83,37.92
돼지머리국밥,밥류,900,g,-,-,1233,60.3,46.5,143.4,1.5,1624.51,214.38
모듬회덮밥,밥류,410,g,-,-,593,37.3,17,72.8,12.6,634.31,112.26
무밥,밥류,200,g,-,-,266,7.3,1.3,56.3,0,554.22,0
보리밥,밥류,200,g,-,-,321,5.8,0.5,73.5,5.1,447.85,0
볶음밥,밥류,350,g,-,-,640,19.5,9.7,118.9,0,743.58,102.47
불고기덮밥,밥류,400,g,-,-,728,26.4,21.2,107.8,0.3,1011.43,63.33
비빔밥,밥류,450,g,-,-,637,30.9,19.4,84.8,0.2,1041.85,190.18
새우볶음밥,밥류,370,g,-,-,635,23.3,22.7,84.5,2.6,538.64,261.68
생선모듬초밥,밥류,380,g,-,-,607,36.7,6.1,101.5,5.3,540.96,73.83
소머리국밥,밥류,1000,g,-,-,239,15.8,7.5,27,0,1392.24,88.15
쇠고기김밥,밥류,250,g,-,-,447,16.2,13.9,64.4,0.1,666.69,97.6
쇠고기볶음밥,밥류,260,g,-,-,456,19.7,16.9,56.6,0.2,560.18,130.06
쇠고기주먹밥,밥류,200,g,-,-,355,9.5,4.4,69.5,0.4,713.2,13.03
수수밥,밥류,200,g,-,-,321,6.3,1.8,70,0.2,2.55,0
순대국밥,밥류,900,g,-,-,673,28.6,20.6,93.5,1.5,1137.58,438.19
알밥,밥류,330,g,-,-,422,15.6,16.9,52,7.6,1418.08,151.75
영양돌솥밥,밥류,350,g,-,-,643,12,10,126.2,2.2,21.94,0
오므라이스,밥류,400,g,-,-,692,26,28.9,82.1,12.8,1730.11,347.95
오징어덮밥,밥류,360,g,-,-,484,25.9,7.2,79,2.4,582.23,167.2
완두콩밥,밥류,200,g,-,-,276,5.9,0.3,62.5,0,590.06,0
유부초밥,밥류,200,g,-,-,388,11.6,11.5,59.6,4,771.26,6.24
육회비빔밥,밥류,300,g,-,-,442,19.2,10.1,68.8,13.4,1337.23,91.69
잡곡밥,밥류,200,g,-,-,292,10.6,1.7,58.6,0.6,5.29,0
잡채밥,밥류,550,g,-,-,825,22.1,18.8,141.8,0.3,1247.22,32.53
제육덮밥,밥류,470,g,-,-,949,44.3,50.6,79.2,9.3,819.84,131.32
짜장밥,밥류,470,g,-,-,572,20.1,22.2,73.2,0.2,1109.91,27.01
짬뽕밥,밥류,900,g,-,-,647,28.8,12.6,104.9,12,2105.68,142.02
차조밥,밥류,200,g,-,-,313,5.7,1.3,69.7,0.1,2.81,0
찰밥,밥류,280,g,-,-,429,12.3,0.5,94,1.4,9.35,0
참치김밥,밥류,250,g,-,-,435,17.5,18,50.7,1.8,837.43,83.62
참치마요삼각김밥,밥류,200,g,-,-,398,11.9,16.4,50.9,0,460.22,20.94
참치볶음밥,밥류,230,g,-,-,412,10.6,7.5,75.7,0.3,1450.92,6.35
채소김밥,밥류,280,g,-,-,442,12.9,10.2,74.6,0.4,865.01,83.8
채소볶음밥,밥류,260,g,-,-,474,12.3,14,74.7,0.8,1060.34,120.23
치즈김밥,밥류,270,g,-,-,476,16.9,19,59.7,0.6,455.54,94.69
카레라이스,밥류,480,g,-,-,518,14.9,6.7,99.5,0.8,1007.05,13.39
콩나물국밥,밥류,780,g,-,-,403,11.3,1.9,85.2,0,1339.02,0
콩나물밥,밥류,320,g,-,-,392,15,5.1,71.7,0.1,868.99,10.06
팥밥,밥류,200,g,-,-,286,6.6,0.2,64.5,0,7.12,0
표고버섯볶음밥,밥류,300,g,-,-,551,10.1,14.4,95.4,0,896.57,0
하이라이스,밥류,360,g,-,-,401,14.5,4.1,76.8,0,884.09,10.2
현미밥,밥류,230,g,-,-,396,7.1,1.1,89.5,0,4.8,0
흑미밥,밥류,200,g,-,-,348,6.5,0.2,80.1,0,3.51,0
감자볶음,볶음류,100,g,-,-,100,1.7,4.8,12.4,3.4,318.41,0
감자채소볶음,볶음류,130,g,-,-,139,2.6,6.8,17,0.2,270.72,0
건새우볶음,볶음류,20,g,-,-,60,8.3,2.6,1.1,0.8,310.78,77.59
고추볶음,볶음류,100,g,-,-,69,1.9,3.2,8.2,4.3,275.73,0
김치볶음,볶음류,100,g,-,-,106,1.4,7.9,7.3,4.4,521.44,4.66
꽈리고추멸치볶음,볶음류,50,g,-,-,126,11.8,7,4,3.1,666.95,73.65
낙지볶음,볶음류,200,g,-,-,182,11.5,7.5,17.2,15.8,1074.86,89.52
느타리버섯볶음,볶음류,50,g,-,-,47,1.4,3.1,3.4,2.1,261.84,0
닭가슴살피망볶음,볶음류,80,g,-,-,97,13.1,4.5,1.1,0.2,392.22,40.29
닭발볶음,볶음류,200,g,-,-,372,27.6,18.8,23.4,12.7,1948.37,825.57
닭볶음,볶음류,300,g,-,-,558,41.9,32.9,23.8,2.3,1013.89,147.95
당근볶음,볶음류,90,g,-,-,85,0.8,6,7,4,194.28,0
돼지고기김치볶음,볶음류,230,g,-,-,371,27.2,23.1,13.6,6.7,1173.54,80.78
돼지고기채소볶음,볶음류,230,g,-,-,388,38.1,17.5,19.8,15.3,796.2,107.43
돼지곱창순대볶음,볶음류,230,g,-,-,299,16.6,6.9,42.6,7.5,495.64,174.98
떡볶이,볶음류,180,g,-,-,260,6.3,5.3,46.7,7.9,703.12,4.21
라볶이,볶음류,200,g,-,-,268,5.7,9.4,40.3,1.9,622.28,5.03
마늘쫑볶음,볶음류,140,g,-,-,123,4.5,3.6,18.4,7.4,786.79,0
마늘쫑잔멸치볶음,볶음류,50,g,-,-,58,3.8,1.4,7.7,2.9,252.37,1.26
마파두부,볶음류,160,g,-,-,174,11.7,10.4,8.6,3.9,563.45,10.86
멸치견과류볶음,볶음류,50,g,-,-,206,15.2,12.2,9.2,7,913.86,78.6
멸치마늘쫑볶음,볶음류,50,g,-,-,138,16.2,5.4,6.2,2.1,1250.51,152.52
멸치볶음,볶음류,50,g,-,-,137,19.7,3.5,6.8,5.8,1303.05,184.35
묵은지삼겹살볶음,볶음류,200,g,-,-,302,11.5,21,16.8,7.2,1207.11,26.72
문어고추장볶음,볶음류,200,g,-,-,175,21.9,2,17.2,10.9,974.4,157.77
미역줄기볶음,볶음류,80,g,-,-,61,0.8,4.8,3.9,0.4,404.01,0
브로콜리볶음,볶음류,90,g,-,-,46,4,1.1,5,1.3,84.88,0
새송이버섯볶음,볶음류,120,g,-,-,145,3.5,9.6,11.1,4.5,408.74,0
새우볶음,볶음류,200,g,-,-,166,19.8,4.4,11.9,8,652.19,159.34
소시지볶음,볶음류,200,g,-,-,559,23.9,38.7,28.8,11.7,1773.53,56.81
쇠고기고추장볶음,볶음류,220,g,-,-,434,31.6,23.7,23.6,21.3,1218.57,85.37
쇠고기버섯볶음,볶음류,230,g,-,-,330,26.7,17.8,15.9,6.6,848.07,54.3
쇠고기볶음,볶음류,190,g,-,-,543,33.2,43.2,5.4,8.2,562.62,70.35
쇠고기채소볶음,볶음류,230,g,-,-,288,29.4,12.4,14.8,10.4,619.78,88.42
양파볶음,볶음류,80,g,-,-,44,0.8,1.2,7.6,7.3,219.4,0.69
어묵볶음,볶음류,140,g,-,-,275,11.8,10.2,34.1,8.8,1144.7,23.3
어묵잡채,볶음류,280,g,-,-,414,6.6,10.6,73.2,4.2,1201.2,10.72
어묵채소볶음 ,볶음류,90,g,-,-,136,5.7,5.8,15.5,1.1,568.9,8.42
오징어볶음,볶음류,200,g,-,-,255,19.7,13,14.9,3.9,619.61,218.36
오징어채볶음,볶음류,20,g,-,-,59,4.1,3,4.1,4.9,263.9,41.86
유산슬,볶음류,220,g,-,-,189,16.6,9.7,9,4.7,463.88,66.59
잔멸치견과류볶음,볶음류,50,g,-,-,193,12.2,11.1,11.3,7.3,876.32,67.4
잔멸치고추볶음,볶음류,50,g,-,-,114,16.6,4,2.9,1.9,1030.52,163.99
잔멸치꽈리고추볶음,볶음류,50,g,-,-,146,12.4,8.7,4.6,2.9,633.08,96.97
잔멸치볶음,볶음류,50,g,-,-,170,21.8,7.1,4.8,6.5,1395.79,267.18
잔멸치풋고추볶음,볶음류,50,g,-,-,127,14.1,4.2,8.5,5.3,1035.08,162.86
잡채,볶음류,200,g,-,-,291,9.4,6.6,48.5,1.4,719.68,45.31
제육볶음,볶음류,250,g,-,-,487,30.4,35.5,11.8,0.9,1251.93,114
죽순쇠고기볶음,볶음류,230,g,-,-,276,31.5,12.9,8.7,4.8,492.5,71.24
참치 김치볶음,볶음류,100,g,-,-,121,8.3,6.7,7.1,1.8,479.74,20.25
채소떡볶이,볶음류,200,g,-,-,515,6.2,3.8,114.1,3.9,537.97,0
콩나물잡채,볶음류,230,g,-,-,153,4.4,2.2,28.9,21.6,1422.94,0
팔보채,볶음류,220,g,-,-,196,27.3,6.4,7.5,4.6,1883.99,112.15
풋고추멸치볶음,볶음류,50,g,-,-,94,10.3,3,6.7,4.5,672.44,98.4
햄채소볶음,볶음류,220,g,-,-,401,23,25,21.1,7.3,1766.73,71.47
BLT샌드위치,빵류,220,g,-,-,423,20.9,29.6,18.6,1.3,786.82,180.63
감자크로켓,빵류,150,g,-,-,295,8.5,20.9,18.4,2.9,262.16,134.66
꽈배기,빵류,70,g,-,-,272,5.8,14.3,30.1,7,225.13,11.36
닭가슴살샌드위치,빵류,230,g,-,-,551,28,27.4,48.2,7.1,1006.32,64.55
도넛,빵류,70,g,-,-,294,4.5,16.7,31.4,8.3,145.12,12.39
롤케이크,빵류,100,g,-,-,311,7.4,11.8,44,24.6,142.89,142.59
링도넛,빵류,100,g,-,-,514,7.9,33.2,46.2,11.6,537.42,47.22
마늘빵,빵류,50,g,-,-,219,6,8.8,29,3.7,259.74,13.34
머핀,빵류,130,g,-,-,499,7.4,18,76.9,51.5,534.61,76.91
모닝빵,빵류,70,g,-,-,219,6.7,5.2,36.5,5.6,342.38,28.38
모카빵,빵류,150,g,-,-,507,12.8,12.1,86.9,18.8,531.15,78.11
베이글,빵류,120,g,-,-,367,12,7,64.2,5.5,834.26,0
불고기버거,빵류,200,g,-,-,499,27.8,23,45.4,0.3,676.85,91.86
사과파이,빵류,100,g,-,-,184,2.5,3.9,34.8,7.1,204.49,14.39
생크림케이크,빵류,100,g,-,-,237,3.4,12.5,27.6,14.5,151.11,70.1
소보로빵,빵류,70,g,-,-,274,5.8,10.6,38.9,11.7,277.44,35.37
식빵,빵류,100,g,-,-,264,9.3,2.6,50.9,1.6,468.43,5.57
식빵토스트,빵류,100,g,-,-,365,8.8,13.8,51.5,4.5,532.65,55.92
찐빵,빵류,250,g,-,-,532,13,0.3,119.4,27.6,585.27,6.9
참치 샌드위치,빵류,250,g,-,-,505,26.3,29.1,34.5,3.5,522.16,47.15
찹쌀도넛,빵류,70,g,-,-,201,4.2,3.2,38.9,7.7,218.53,0.34
채소샌드위치,빵류,180,g,-,-,439,7.4,26.5,42.9,25.7,766.41,11.56
초코 소라빵,빵류,70,g,-,-,222,2.3,7.7,36.2,6.5,150.4,13.73
츄러스,빵류,70,g,-,-,252,4.6,7.9,40.7,15.9,253.88,0
치킨버거,빵류,200,g,-,-,475,24.9,19.5,50.2,3.8,666.76,60.57
카스텔라,빵류,70,g,-,-,234,7,8,33.6,23.6,43.81,147.85
콤비네이션피자,빵류,200,g,-,-,548,21.3,28.7,51.1,9.7,882.61,42.31
크로아상,빵류,150,g,-,-,669,11.3,40.5,65,9.2,685.04,36.75
페이스트리,빵류,70,g,-,-,326,5.8,20.8,29.1,4.5,261.05,25.44
피자빵,빵류,200,g,-,-,595,17.7,30.1,63.5,16.2,1274.89,91.19
햄버거,빵류,200,g,-,-,527,25.7,27.9,43.3,6.2,900.73,90.4
햄샌드위치,빵류,200,g,-,-,439,24.9,23.8,31.3,3.8,1397.4,185.82
햄치즈샌드위치,빵류,240,g,-,-,433,21.1,18.4,45.8,9.6,658.78,197.74
호떡,빵류,150,g,-,-,470,8.1,10.6,85.7,1.1,316.31,0
가오리회무침,무침류,230,g,-,-,186,26.1,2.7,14.6,12.6,813.55,638.57
감자샐러드,무침류,150,g,-,-,189,2,12,18.4,5.6,354.01,6.8
골뱅이국수무침,무침류,230,g,-,-,250,11.5,3.4,43.5,8.2,645.62,33.35
과일샐러드,무침류,140,g,-,-,138,1.8,8.9,13,13,47.46,5.9
굴무생채,무침류,300,g,-,-,149,11,3.8,17.8,12.1,1097.91,38.42
굴무침,무침류,80,g,-,-,61,5.3,1.9,5.8,2.2,162.93,22.7
김무침,무침류,30,g,-,-,77,6.4,3.2,5.8,1.7,303.3,18.55
낙지무침,무침류,180,g,-,-,137,22.3,2.2,7.1,0.3,611.79,245.56
느타리버섯무침,무침류,150,g,-,-,88,4.1,5.7,5.2,0.1,466.7,0
다시마무침,무침류,90,g,-,-,43,2.3,1.1,6.1,0,2482.97,11.73
단호박샐러드,무침류,150,g,-,-,242,2.2,13.4,28.1,21.5,105.47,6.78
달래무침,무침류,60,g,-,-,37,1.7,1.8,3.6,2.3,340.26,0
닭가슴살샐러드,무침류,150,g,-,-,203,10.8,14.2,8,4.9,132.24,16.27
닭고기냉채,무침류,240,g,-,-,215,31.4,4.7,12,11.5,362.94,111.16
도라지생채,무침류,160,g,-,-,123,3.3,0.8,25.8,8.4,452.91,2.21
도라지오이생채,무침류,160,g,-,-,76,2.7,2.8,10.1,11,388.86,0
도토리묵 무침,무침류,200,g,-,-,147,1.9,5.9,21.8,3.6,637.36,16.83
돌나물무침,무침류,50,g,-,-,34,0.8,1.6,4.2,2.6,180.24,0
두릅초고추장무침,무침류,90,g,-,-,60,1.9,2.7,7.1,4.1,184.4,0
마늘쫑무침,무침류,30,g,-,-,31,0.8,1.5,3.8,2.2,93.82,2.72
무말랭이무침,무침류,20,g,-,-,24,0.8,0.3,4.5,0.8,90.02,0.39
무생채,무침류,150,g,-,-,73,3.6,1.7,11,2.7,1232.22,12.13
미나리무침,무침류,90,g,-,-,41,1.2,1.9,4.9,2,688.44,0
미역초무침,무침류,50,g,-,-,17,0.6,0.5,2.6,0.7,225.9,0
민들레잎무침,무침류,90,g,-,-,72,2.4,2.1,11.1,7.3,222.88,0
배추겉절이,무침류,50,g,-,-,27,1.1,1.1,3.3,0.6,163.82,1.45
부추무침,무침류,100,g,-,-,92,3.5,5.9,6.2,3.1,666.27,14.73
북어채무침,무침류,150,g,-,-,282,42.6,4.4,18.1,8.4,1133.9,166.12
상추겉절이,무침류,100,g,-,-,61,2.4,3.4,5.3,3,431.14,5.8
새싹채소샐러드,무침류,100,g,-,-,74,2.8,4.8,5,2.3,155.58,12.28
양배추샐러드,무침류,150,g,-,-,225,4,17.6,12.7,11.9,144.95,7.71
양상추샐러드,무침류,150,g,-,-,188,7.4,15.4,5.1,2.4,236.63,0
양장피,무침류,220,g,-,-,291,16,14.6,24.1,1,1090.25,144.96
양파부추무침,무침류,100,g,-,-,44,1.8,1.1,6.8,5.8,326.14,0
열무겉절이,무침류,100,g,-,-,57,2.4,2.9,5.4,2.3,890.88,0
오이부추무침,무침류,100,g,-,-,31,2,0.4,5,4.2,1069.5,0
오이생채,무침류,50,g,-,-,34,0.9,1.5,4.5,4,236.93,0.58
오이지무침,무침류,100,g,-,-,52,1,3.5,4.2,2.8,1615.24,6.18
오징어무침,무침류,200,g,-,-,254,39.4,4.9,13,13.2,652.52,466.13
오징어물회,무침류,700,g,-,-,339,43.3,8.4,22.8,14.7,2551.48,478.01
오징어채무침,무침류,80,g,-,-,206,18.9,4.4,22.7,15,1442.6,182.18
오징어채소무침,무침류,240,g,-,-,149,14,2.2,18.2,13.3,389.74,118.01
옥수수샐러드,무침류,160,g,-,-,265,3.1,19.1,20.3,9.6,772.33,9.31
참치샐러드,무침류,150,g,-,-,226,16.2,13,11.3,10.4,448.96,32.86
채소샐러드,무침류,160,g,-,-,232,1.9,21.4,8.2,7.5,118.32,11.32
치커리겉절이,무침류,100,g,-,-,56,1.5,3.6,4.4,3.7,176.85,0
파래무침,무침류,30,g,-,-,14,1.1,0.5,1.5,0.5,220.77,0.65
파무침,무침류,150,g,-,-,105,3.4,4.2,13.6,12,635.69,9.38
풋고추된장무침,무침류,100,g,-,-,123,2.4,7.4,12,8.4,182.55,0
풋마늘무침,무침류,100,g,-,-,71,4.1,1,11.3,6,477,0
피조개무침,무침류,100,g,-,-,51,4.7,0.9,6.1,3.7,222.87,14.87
해초무침,무침류,100,g,-,-,39,0.9,0.2,8.5,4,862.21,0
호박오가리무침,무침류,100,g,-,-,200,6.1,10,21.5,6.8,1849.2,0
회무침,무침류,250,g,-,-,203,20.2,4.1,21.5,11.3,686.98,65.99
육회,기타,150,g,-,-,195,14.9,9.6,12.2,7.9,627.01,42.14
팥빙수,아이스크림류,400,g,-,-,401,14.3,1.7,82.4,37.8,125.16,9.1
미숫가루,음료류,300,g,-,-,211,6.2,6.8,31.2,0,71.71,0
고추장아찌,장아찌류,60,g,-,-,49,1.2,1.2,8.4,0.4,1515.58,0
깻잎장아찌,장아찌류,20,g,-,-,20,0.4,0.7,3.1,0.7,317.18,0
단무지,장아찌류,30,g,-,-,3,0.1,0.1,0.7,0.1,165.55,0
더덕장아찌,장아찌류,90,g,-,-,127,4,0.8,26,13.8,1050.26,0
마늘장아찌,장아찌류,230,g,-,-,147,6.2,11.6,4.6,11.9,2811.42,0
무짠지,장아찌류,50,g,-,-,5,0.3,0.1,1,0.8,1190.97,0
양파장아찌,장아찌류,50,g,-,-,40,1.3,0.4,7.9,9,534.21,0.61
오이장아찌,장아찌류,50,g,-,-,7,0.2,0.1,1.3,0.5,370.08,0
오이지,장아찌류,50,g,-,-,10,0.4,0.4,1.4,0,1024.89,0
일본매실장아찌,장아찌류,30,g,-,-,19,0.4,0.5,3.3,2.4,1118.28,0
치킨무,장아찌류,130,g,-,-,22,0.7,0.4,4,2.3,245.3,0
가지전,전류,200,g,-,-,245,11,14.6,17.8,1.7,674.41,196.96
감자전,전류,200,g,-,-,265,3.4,13.1,33.6,3.6,586.57,0
고구마전,전류,140,g,-,-,318,4.1,11.2,50.4,20,121.43,0
김치전,전류,150,g,-,-,201,7.6,6.3,28.5,6.3,360.13,82.36
달걀말이,전류,100,g,-,-,193,17.2,13.2,1.4,0,449.07,339.85
달걀프라이,전류,60,g,-,-,124,9.4,8.3,3.1,0,96.71,196.63
돼지고기완자전,전류,200,g,-,-,277,29.6,11.9,13,5.1,1718.39,136.52
두부부침,전류,100,g,-,-,139,10.9,9.8,2.1,0.2,429.11,3.04
떡갈비,전류,200,g,-,-,403,42.8,23.6,4.9,0.8,807.59,136.07
맛살전,전류,200,g,-,-,329,15,12.5,39.4,2.3,1117.79,128.36
메밀전,전류,180,g,-,-,289,7.2,1.2,62.6,0.5,261.22,0
부추전,전류,150,g,-,-,251,7,6.2,41.8,12.4,370.09,39.25
쇠고기완자전,전류,200,g,-,-,323,37.5,15.1,9.4,0.4,762.9,145.22
스크램블드에그,전류,110,g,-,-,237,13,19.3,2.8,0.5,406.39,276.45
애호박전,전류,150,g,-,-,182,6.5,12.9,10.1,3.5,335.53,113.98
참치완자전,전류,200,g,-,-,345,30,13,27.1,7.4,1133,139.75
채소전,전류,100,g,-,-,145,3.6,4.5,22.6,2.1,258.77,19.62
표고버섯전,전류,150,g,-,-,271,15.2,15,19.1,2.8,475.95,108.49
해물완자전,전류,200,g,-,-,444,22.9,23.2,36.1,6.8,1181,122.44
해물파전,전류,150,g,-,-,256,8.3,12.6,27.4,1.2,449.35,76.08
햄달걀부침,전류,100,g,-,-,277,12.7,21.6,8.1,0,590.52,77.39
가자미식해,젓갈류,250,g,-,-,335,27.7,12,29.1,9.3,1711.42,184.52
간장게장,젓갈류,250,g,-,-,155,17.6,2.8,15.1,10.5,2722.89,122.28
양념갈치젓,젓갈류,90,g,-,-,134,14,4.6,9.3,4.4,4520.65,101.04
양념게장,젓갈류,200,g,-,-,193,20.4,1.2,25.2,17.5,1608.01,92.32
양념멸치젓,젓갈류,5,g,-,-,4,0.6,0.1,0.4,0,333.35,5.88
양념새우젓,젓갈류,10,g,-,-,6,0.7,0.2,0.6,0.1,740.2,6.98
오징어젓,젓갈류,10,g,-,-,6,1,0.1,0.3,0.2,215.05,14.47
갈치조림,조림류,100,g,-,-,100,12.7,2.8,6.2,6.3,567.55,50.49
감자조림,조림류,50,g,-,-,56,1.2,1.8,9,3.8,243.52,0
건갈치조림,조림류,100,g,-,-,127,15.9,5,4.6,5.4,1169.12,86.31
고등어조림,조림류,100,g,-,-,141,11.3,8.8,4.1,3.4,389.57,30.05
꽁치조림,조림류,100,g,-,-,243,15.5,17.9,5.1,4,349.67,32.81
달걀장조림,조림류,100,g,-,-,138,9.8,7.1,8.7,6.9,627.5,246.68
닭고추장조림,조림류,250,g,-,-,379,22.8,17.4,33.1,5.1,1515.59,122.38
닭조림,조림류,150,g,-,-,294,27.1,16.3,9.9,0.8,705.01,105.48
돼지고기 메추리알 장조림,조림류,100,g,-,-,166,20.1,7.7,4.3,6.2,388.14,177.59
돼지고기장조림,조림류,100,g,-,-,72,15.6,0.9,0.6,7.3,802.09,33.73
두부조림,조림류,50,g,-,-,71,4.8,4.8,2.2,1.8,80.66,2.43
땅콩조림,조림류,20,g,-,-,96,3.7,7.3,4,2,114.74,0.97
마늘쫑조림,조림류,100,g,-,-,194,4,0.3,43.8,6.4,1191.03,0
메추리알 장조림,조림류,100,g,-,-,202,14.2,13.4,6.3,3.5,754.51,389.45
멸치조림,조림류,100,g,-,-,318,40.9,13.2,8.9,7.3,3162.58,384.78
무조림,조림류,150,g,-,-,71,3.4,3.6,6.4,5.8,1168.66,0.96
미트볼조림,조림류,150,g,-,-,331,27.2,16.1,19.4,15.8,472.37,44.22
버섯조림,조림류,150,g,-,-,90,6.6,3,9.3,2.9,452.58,0
병어조림,조림류,100,g,-,-,112,12.5,4.8,4.9,0.2,842.21,40.81
삼치조림,조림류,100,g,-,-,124,15.9,5.6,2.6,2,441.01,51.41
쇠고기 메추리알 장조림,조림류,100,g,-,-,157,11.7,5.4,15.6,3.3,877.28,181.88
쇠고기장조림,조림류,100,g,-,-,68,10.4,0.9,4.8,1,543.47,20.21
양미리조림,조림류,100,g,-,-,65,5.8,0.7,9.1,2.2,710.57,49.59
어묵조림,조림류,200,g,-,-,317,11.6,9.5,46.3,4.9,856.48,15.67
연근조림,조림류,50,g,-,-,87,1.3,2.6,14.7,1.4,330.58,0
오징어조림,조림류,150,g,-,-,206,24.8,3.6,18.7,10.3,2203.44,259.11
오징어채조림,조림류,50,g,-,-,119,11.8,2.4,12.7,6.9,564.87,118.36
우엉조림,조림류,30,g,-,-,56,1.4,1,10.4,8.5,352.17,3.04
쥐포조림,조림류,100,g,-,-,276,13,8.9,36.1,23.4,1264.75,50.56
코다리조림,조림류,100,g,-,-,86,16.5,0.4,4.2,3.7,465.52,66.8
콩조림,조림류,30,g,-,-,84,5.4,2.3,10.4,1.1,260.31,0
닭죽,죽류,400,g,-,-,177,10.7,2.3,28.6,0,467.19,29.78
쇠고기죽,죽류,400,g,-,-,244,8.6,0.9,50.4,0,1063.88,8.12
양송이스프,죽류,100,g,-,-,105,2.4,7,8.1,2.5,169.54,17.01
오리고기죽,죽류,400,g,-,-,618,30,19.9,79.8,0,248.38,144.26
전복죽,죽류,400,g,-,-,317,7.3,14.9,38.5,0,631.68,34.49
채소죽,죽류,400,g,-,-,173,6.7,2.8,30.5,0.7,894.77,0
팥죽,죽류,400,g,-,-,324,12.7,0.8,66.6,0.1,508.72,0
호박죽,죽류,400,g,-,-,197,7.7,6.8,26.3,14.2,167.39,0
흑임자죽,죽류,400,g,-,-,245,4.4,18.9,14.6,3,635.84,0
갈치찌개,찌개류,250,g,-,-,94,13.2,2.5,4.9,2.4,228.68,37.61
감자탕,찌개류,530,g,-,-,375,33.4,21.5,12,0,1739.85,204.22
김치전골,찌개류,270,g,-,-,197,8.4,11.4,15.3,2.1,808.04,20.07
꽁치김치찌개,찌개류,270,g,-,-,241,19.3,14,9.6,1.9,672.52,65.48
꽃게탕,찌개류,600,g,-,-,101,11.1,2.5,8.6,5.7,1639.04,15.67
낙지전골,찌개류,300,g,-,-,153,19.5,3.4,11.2,0,1452.71,154.31
내장탕,찌개류,600,g,-,-,423,34.9,27.1,10.1,0.3,1294.79,383.31
냉이된장찌개,찌개류,350,g,-,-,66,4.1,1.1,10.2,1.9,607.51,0
달래된장찌개,찌개류,350,g,-,-,122,11.1,2.8,13.3,1.4,1996.48,7.73
닭볶음탕,찌개류,300,g,-,-,332,35.7,9.6,25.6,1.3,1129.49,127.32
대구 매운탕,찌개류,600,g,-,-,134,27,2.4,1.1,0,1500.45,115.22
동태찌개,찌개류,200,g,-,-,87,12.2,2.7,3.4,0.3,546.61,53.35
돼지고기김치찌개,찌개류,200,g,-,-,90,8.5,5.4,2.1,0.1,413.53,14.22
돼지고기찌개,찌개류,300,g,-,-,143,18.8,4.5,6.8,0.4,764.62,32.84
된장찌개,찌개류,200,g,-,-,91,6.8,3.3,8.9,0,635.98,0
두부고추장찌개,찌개류,500,g,-,-,261,20,13.1,15.9,4,905.92,1.7
